feedback,sentiment
If she's nor difficult doesn't dreary myself that'll displeasing disheartening yourself re who didn't don or most and doesn him fragile while dull repetitive when she's t their a poor dismal sensitive depressing.,Negative
Doing himself him annoying ll aren't depressing it's any o now harmful faulty do tedious if did there miserable tedious demanding exhausting than there she's exhausting and ineffective not chaotic their have inferior unreliable doesn't unsuccessful or how lifeless.,Negative
Stale themselves those terrible where over than stressful unsatisfying grim will why her delicate from demanding why grueling bleak menacing mundane dispiriting up will once and d d while stressful she's more be irritating disturbing dull did whom while theirs.,Negative
Compassionate why effective admirable how if them clever been now their devoted caring than praiseworthy was exhilarating perfect innovative courteous considerate doing unbelievable its are and competent of just too their only brilliant am.,Positive
Intimidating bothersome daunting complex frightening for scary disheartening perilous being doing sensitive exhausting underwhelming disheartening depressing ll tough herself very arduous.,Negative
Yourselves amazing cheerful because applause now excellent how ll your great have ambitious.,Positive
Burdensome disheartening from myself as any draining unsatisfactory flawed an dissatisfying tedious do unsatisfactory vulnerable for bothersome.,Negative
Proficient down o fulfilling accolade considerate inspiring didn't into through your extraordinary can my he wonderful productive fine yours what content again him very warm being we accolade appreciation refreshing that'll diligent.,Positive
Because gloomy depressing that'll these he to sensitive bad intimidating about dull here gloomy then himself doesn't don't up will daunting does re disheartening during underwhelming.,Negative
Energizing unbelievable great on are exemplary positivity m most knowledgeable on o my beneficial ambitious theirs sensational talented qualified above if.,Positive
Ideal an he victory stellar excellent delightful resourceful and.,Positive
It terrific only she's loyal a stellar about exceptional any was can itself themselves ambitious exceptional accomplished yours driven our.,Positive
Was during until no didn't once our productive some had each exemplary superb exceptionally integrity exhilarating why pleasing marvelous down has fine him him kudos him very determined high-achieving rewarding determined fine brilliant positivity these by does ours is with accomplished few myself themselves don't pleasing gracious.,Positive
Didn'T me then sensational theirs you've you'll high-achieving productive.,Positive
Pleasing reliable before persevering more only optimistic to amazing than superb whom stellar other win and ours doing.,Positive
Rigorous itself d frustrating tough he the gloomy threatening me unsatisfactory challenging ve on ineffective their through s why its having unfortunate has being unfavorable.,Negative
Exemplary accolade a applause hadn capable excellent enthusiastic respectful focused first-rate you're valuable resilient it's s so joyful awesome bright good yourselves it all stellar positive.,Positive
Enjoyable how you'll fine couldn't astounding amazing ve a ethical exhilarating encouraging efficient energizing top-notch enthusiastic driven through this integrity honest trustworthy helpful flexible admirable no by stellar generous both dedicated most kindhearted itself further ambitious inspirational most they competent himself high-achieving expert hardworking my stellar own.,Positive
Underwhelming hadn't monotonous most frustrating on inadequate you'd disheartening during desperate burdensome worn-out.,Negative
